N_kg_ha,P2O5_kg_ha,K2O_kg_ha,Total_Input,Predicted_Yield_kg_ha
0.005857664647775542,0.0300049869032354,0.37196004922789805,0.407822700778909,1316.0179647127381
0.13409485321027853,0.030000000576767043,1.7371895198704594,1.901284373657505,2192.4392023809523
2.9457222042751083,11.067813092093425,14.835834495542395,28.84936979191093,3236.729333333336
2.947355017199207,0.03000017513560843,10.210029746516101,13.187384938850917,2960.7314666666657
2.9530967431118387,9.263626150088907,10.403340155120425,22.62006304832117,3104.696099999999
2.9567697813896365,3.282595000156449,10.42087081250592,16.660235594052004,3014.473733333333
0.23577992840854584,0.030000005120997465,3.549979341431027,3.81575927496057,2423.951015476191
2.9468501330123833,2.3735634711103586,10.78604332008724,16.10645692420998,3012.4451333333327
0.023672378744666777,3.863910889373967,3.8219869976997702,7.709570265818404,2605.275430952381
0.00018692612674840202,0.030000000955995747,3.4472498981202966,3.4774368252030405,2413.933807142858
1.7584006903443299,0.030000070174578303,9.87076915197856,11.659169912497468,2847.197266666664
2.9505956127915938,8.415595506189804,10.786007423101799,22.152198542083198,3101.303099999999
0.020012955501871533,0.03000000729372617,2.0522125002081233,2.102225463003721,2267.966633333334
2.9491109858191775,11.06794328002706,14.05971727312647,28.076771538972707,3201.6534333333357
2.9471311032830423,2.376338664533299,14.850951896264512,20.174421664080853,3047.5168000000017
1.9662535983388407e-08,0.030027732718154575,1.5264933243575864,1.556521076738277,1804.9468388888872
0.0005274331478803012,0.030024585380674443,9.831154405763353,9.861706424291908,2713.8311999999983
0.4649804731723069,0.030792244545480487,6.130647040827763,6.62641975854555,2524.5711166666674
0.015591580180724336,0.07289343270060376,0.4787019716152169,0.5671869844965449,1376.8177210852873
0.6693930146076437,0.03000020301062399,10.401321678360716,11.100714895978983,2792.003366666665
1.7585015400625452,0.030016985983615865,10.787534219084767,12.576052745130928,2919.5279333333324
2.946811631208259,4.718311962505231,10.40057763229932,18.065701226012813,3036.7527
0.6266996709762025,3.863910889373967,3.8219869976997702,8.31259755804994,2645.4000309523813
2.946832237682202,8.415595506189804,10.418728713366786,21.781156457238794,3096.231099999999
0.0005274331478803012,0.030024585380674443,9.967272018191686,9.99782403672024,2721.248199999998
2.945946641237131,3.8460199501429946,10.805500551069564,17.597467142449688,3036.3542999999995
8.161720392054067e-08,0.030000132523399708,3.1910145600512783,3.221014774191882,2381.5354738095243
0.4794960026385176,0.030802723662495295,3.549979341431027,4.06027806773204,2444.0446821428573
0.007910566508763884,3.8407031572273382,3.4759462733107847,7.324559997046887,2600.857430952381
2.947094727323645,3.5199396183703833,10.432388311926136,16.899422657620164,3027.5261333333333
0.14489123656148392,0.03217240424763665,0.9016921978730086,1.0787558386821292,1474.0495436738097
2.947354997664101,0.03003067896652074,9.966189229471757,12.943574906102379,2928.553799999998
0.22410566201604182,0.4057753532053884,0.46559881033389217,1.0954798255553224,1511.4025127214286
2.947094727323645,3.5199396183703833,10.802361169453334,17.269395515147362,3031.8591333333334
0.5968239331121157,0.03382866001067228,3.4579293104887707,4.0885819036115585,2466.4165154761904
8.277908971715774e-09,0.030000000666162215,2.293568408594048,2.323568417538119,2301.1385000000005
2.9528365100177814,11.08452539834492,13.810512829812325,27.847874738175026,3199.1214333333355
0.15003007455895162,0.030000013161476123,0.16612769913642822,0.34615778685685594,1281.1634034077035
2.949126947605205,10.977530430033674,10.411642794856379,24.33830017249526,3165.041600000001
0.046948726767218174,0.41248561565894265,0.365274231121204,0.8247085735473648,1438.6636702682933
0.1549227192176465,0.40845828796219175,0.6926520019474757,1.256033009127314,1521.9576270071434
0.528808593366511,3.9337814075112516,3.4550254859018343,7.917615486779597,2628.5701642857143
0.2057839080592998,0.030012688238762956,0.49902478380049153,0.7348213800985544,1401.8463936738099
1.7704110602159608,0.03235751336724081,9.994982512971779,11.797751086554982,2852.213266666664
3.4140879049109215e-06,0.07109487575986807,1.6629414159703972,1.7340397058181702,2028.8164166666654
5.884702288504496e-05,0.030006281202816343,10.786879769116895,10.816944897342596,2787.6251999999986
0.01588442789636714,0.07483262829536763,0.8710112305933722,0.9617282867851069,1460.2366853710016
0.006722503870388891,0.072747016406529,0.1746913630663931,0.254160883343311,1269.881345104895
0.2035316300635986,0.09524892875722313,6.130647040827763,6.429427599648585,2509.8098666666683
2.946544551748959,11.068847376673311,10.402423653862018,24.417815582284288,3179.4491000000007
0.0007651910345756751,0.030092538115432572,3.2364353155153482,3.2672930446653563,2393.6334738095243
2.659497411483824,0.03000048806937644,10.44351660919693,13.13301450875013,2939.609466666666
4.215294947043901e-05,0.030176681113507412,2.1352798029649596,2.1654986370279374,2296.4745000000007
0.0027868634696732023,0.030003347124066278,1.725298314132881,1.7580885247266205,2068.456749999999
0.6105567246148674,4.011506439957477,3.5113893400052607,8.133452504577605,2630.8067642857145
0.2105489393991707,0.09425822917209292,0.46145063804034203,0.7662578066116057,1417.876679388095
0.015319283726800793,0.030000000310814477,0.4672844181089677,0.512603702146583,1347.065387751954
