N_kg_ha,P2O5_kg_ha,K2O_kg_ha,Total_Input,Predicted_Yield_kg_ha,Strategy
0.0163081357164203,0.0300018453398714,1.4961263540228324,1.542436335079124,1775.309005555554,Sustainable
0.5968239331121157,4.704316671088392,3.4579293104887707,8.759069914689277,2649.439214285714,Balanced
2.9457716666165368,0.0300002030106239,10.401321678360716,13.377093547987878,2996.7304666666664,High-Yield
2.9473605054391823,3.840403205570974,14.835610782983382,21.623374493993538,3075.8409666666685,High-Yield
0.0058576646477755,0.0300049869032354,0.371960049227898,0.407822700778909,1316.017964712738,Sustainable
0.1340948532102785,0.030000000576767,1.7371895198704594,1.901284373657505,2192.4392023809523,Sustainable
2.9457222042751083,11.067813092093424,14.835834495542397,28.84936979191093,3236.729333333336,High-Yield
2.947355017199207,0.0300001751356084,10.2100297465161,13.187384938850917,2960.7314666666657,High-Yield
2.9530967431118387,9.263626150088909,10.403340155120423,22.62006304832117,3104.696099999999,High-Yield
2.9567697813896365,3.282595000156449,10.42087081250592,16.660235594052004,3014.473733333333,High-Yield
0.2357799284085458,0.0300000051209974,3.549979341431027,3.81575927496057,2423.951015476191,Balanced
2.9468501330123837,2.3735634711103586,10.78604332008724,16.10645692420998,3012.4451333333327,High-Yield
0.0236723787446667,3.863910889373967,3.82198699769977,7.709570265818404,2605.275430952381,Balanced
0.0001869261267484,0.0300000009559957,3.4472498981202966,3.4774368252030405,2413.933807142858,Balanced
1.75840069034433,0.0300000701745783,9.87076915197856,11.659169912497468,2847.197266666664,High-Yield
2.9505956127915938,8.415595506189804,10.7860074231018,22.1521985420832,3101.303099999999,High-Yield
0.0200129555018715,0.0300000072937261,2.0522125002081237,2.102225463003721,2267.966633333334,Sustainable
2.949110985819177,11.06794328002706,14.05971727312647,28.076771538972707,3201.653433333336,High-Yield
2.9471311032830423,2.376338664533299,14.850951896264512,20.174421664080853,3047.5168000000017,High-Yield
1.966253598338841e-08,0.0300277327181545,1.5264933243575864,1.556521076738277,1804.9468388888872,Sustainable
0.0005274331478803,0.0300245853806744,9.831154405763352,9.861706424291908,2713.8311999999983,Balanced
0.4649804731723069,0.0307922445454804,6.130647040827763,6.62641975854555,2524.5711166666674,Balanced
0.0155915801807243,0.0728934327006037,0.4787019716152169,0.5671869844965449,1376.8177210852873,Sustainable
0.6693930146076437,0.0300002030106239,10.401321678360716,11.100714895978983,2792.003366666665,High-Yield
1.7585015400625452,0.0300169859836158,10.787534219084767,12.576052745130928,2919.5279333333324,High-Yield
2.946811631208259,4.718311962505231,10.40057763229932,18.065701226012813,3036.7527,High-Yield
0.6266996709762025,3.863910889373967,3.82198699769977,8.31259755804994,2645.4000309523813,Balanced
2.946832237682202,8.415595506189804,10.418728713366786,21.781156457238797,3096.231099999999,High-Yield
0.0005274331478803,0.0300245853806744,9.967272018191686,9.99782403672024,2721.248199999998,Balanced
2.945946641237131,3.8460199501429946,10.805500551069564,17.597467142449688,3036.3542999999995,High-Yield
8.161720392054068e-08,0.0300001325233997,3.1910145600512783,3.221014774191882,2381.5354738095243,Balanced
0.4794960026385176,0.0308027236624952,3.549979341431027,4.06027806773204,2444.0446821428573,Balanced
0.0079105665087638,3.840703157227338,3.4759462733107847,7.324559997046887,2600.857430952381,Balanced
2.947094727323645,3.5199396183703837,10.432388311926136,16.899422657620164,3027.5261333333333,High-Yield
0.1448912365614839,0.0321724042476366,0.9016921978730086,1.0787558386821292,1474.0495436738097,Sustainable
